"sourceip","destinationurl","visitdate","adrevenue","useragent","countrycode","languagecode","searchword","duration"
"81.41.85.73","nnxxijqkicvfxlkf","2012-04-30",0.5547242,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","ROU","ROU-RO","quh",7
"235.106.1.161","ocpdkrtgsvbooidkxsndjtjuvusoysgdirearsktxfnodsmpilnbbkugqetruhjhjxb","2012-04-30",0.2812399,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","DNK","DNK-DA","wdodhnvufaepq",10
"220.250.94.86","nnwiunlexeovhledentximuioxgpvyxyhlltmqwjhlgayyx","2012-04-30",0.6208996,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","CUB","CUB-ES","boulkcxekn",1
"51.103.182.85","octqainrivdmduovpymvaewrrqiivkvjsnrgohcodorvpyqawvidfsulb","2012-04-30",0.5464261,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","NOR","NOR-NO","cnqigiqmi",6
"98.40.107.59","nnwhdxapfclrvbdxnevtjvafivluwvxkqkxgxxcgqgwfijlhhqtl","2012-04-30",0.12000022,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","BEL","BEL-FR","dfornrbseo",5
"177.121.231.139","octvnufyfmypoqwsglfsriptvfovcydgqearupjiorbw","2012-04-30",0.6030776,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","NIC","NIC-ES","ssbvyttk",2
"254.21.28.188","nnujgoxwrnkjekbchapggmoopeyjxjubbakkvgysosfvdvnwdubgregxdwvnoaiygku","2012-04-30",0.6447188,"Csltowxsehdq/0.7","IND","IND-HI","rhqkxsaifmk",3
"215.206.71.240","oculknqhcdtdgspicwlbfqnexstgldidjrhxqtqv","2012-04-30",0.6595177,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","COL","COL-ES","oahuavqwyja",6
"7.168.163.91","nntetqrorqvvubmlwcaqwifbocucbidvcmrkvgcurxhnwubeqiogxsleybxivxjb","2012-04-30",0.9993561,"Opera 8.0 (Win 2000): Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; en) Opera 8.0","BGR","BGR-BG","ngbg",7
"90.40.68.159","oculnmnrkcf","2012-04-30",0.95753926,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","DOM","DOM-ES","tvbduuaxxwwxml",7
"217.50.113.86","nnqlvjajpruikxkvjxkywcfqoivkfhwmojukyjjxgvuajdfkfcjvkplgkdwwumwavagcogvphharrfrbjcjqh","2012-04-30",0.050495677,"Eyfjvkff/6.6","HRV","HRV-HR","srlloalrmtrg",9
"22.178.142.155","ocvecutofmvgadiatkggdcaqioxtdrlpipm","2012-04-30",0.90978116,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","IDN","IDN-IN","orrwfgjtdgle",6
"162.199.1.21","nnqjmhsjjdiisvjnwhiceicidhyipigiqopdyqfvcyymxjxeqvtsyqcivmcymoucomv","2012-04-30",0.1412887,"Ravbhvw/8.1","OMN","OMN-AR","oiyruof",6
"226.143.71.119","ocwejchhxyfvpssieviymxnwtio","2012-04-30",0.02401941,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","GBR","GBR-EN","xagfffctnie",2
"231.1.94.58","nnqexiiagfvcijyvrdrocaxagqtroyhqnwmhqjgtlxpthamlwvqyb","2012-04-30",0.38756648,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","URY","URY-ES","hlymdlgkqyn",10
"69.90.112.189","ocyxywcmqoadr","2012-04-30",0.2781176,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","TUR","TUR-TR","molcyes",5
"146.5.174.9","nnqeosssmekdjfyeurkdgrjffmni","2012-04-30",0.9344544,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","NOR","NOR-NO","poqk",10
"250.105.121.226","odafitjqwtcxhqdwtsnedtouktqgsesuqtivblonkwqacopqjqsyuyyegwuqafyrxmb","2012-04-30",0.63714963,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","USA","USA-ES","pflypedloiiw",8
"101.39.188.53","nnpusyigspnxhkxselihhodcfcbxqjhesevlqto","2012-04-30",0.98908883,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ECU","ECU-ES","fwgii",7
"175.175.124.148","odahphbgheklspyjojnnnornllqktpiyyguvhndwubpbwxq","2012-04-30",0.18855552,"Mozilla/5.0 (Windows; U; Windows NT 5.1)Gecko/20070309 Firefox/2.0.0.3","HND","HND-ES","xda",6
"156.224.194.254","nnnywrciddaglfkxsqqrfogmfibeyfchfkdhmmwdydysif","2012-04-30",0.8434993,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","HUN","HUN-HU","wqksxapkfm",9
"17.82.241.93","odcvoqxjshlupavulwheolmkivblaskcjavgkf","2012-04-30",0.14365262,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","THA","THA-TH","biygsihbhvpffhy",3
"203.189.16.108","nnlsllvadfnkujasvrjs","2012-04-30",0.045747694,"Ntcnoxdahvencltfdj/4.7","MAR","MAR-AR","stxergli",5
"206.35.62.147","odekfsfiaot","2012-04-30",0.98317736,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","SRB","SRB-SR","rdvxywxrpdw",1
"25.212.254.113","nnjtbldiexgcroxpgivwsvdqmyclqdyxqichnmrtqjufoaofucjvshviowrfmibsgog","2012-04-30",0.28603286,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","JOR","JOR-AR","ffp",8
"210.163.153.33","odeujneqrtcbxhyyvkofuyujlosnfhyihicfgxouvtcaqthdinxqtcdttionrhgvnrijyehaidddptn","2012-04-30",0.64028883,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","GRC","GRC-EL","lkhv",5
"71.179.21.129","nniyjuvoimpykceijjjxjbxf","2012-04-30",0.07604478,"Gmcytwqxiyeawowaqjds/0.2","MYS","MYS-MS","apwisc",8
"16.158.199.232","odfaexcicmvumxkamgbijvvfrwtiouoclrkqgqdkiedvndfvkeimjfaacndapdx","2012-04-30",0.7848027,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","EST","EST-ET","eswvv",4
"190.3.18.195","nnhgfsocgxr","2012-04-30",0.30344075,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","IDN","IDN-IN","jcyxdxv",9
"3.125.116.90","odfwjdsnruuujlslidvsxsrimibffkcvjcsqjggfryfmvxsv","2012-04-30",0.39546138,"Rkaaarfsnyewg/1.1","CHL","CHL-ES","jcyxdxv",9
"3.31.105.17","nnerjcelwatelshvxturgfpttx","2012-04-30",0.7698154,"Iofxdrms/8.","KWT","KWT-AR","rvyarrliblskpypa",1
"58.69.227.195","odhmapwflcupwfaktuivxvclwgwuvmxkraeomqkdlxxlurvmpidgebsidkohyshjcgwrtpflpb","2012-04-30",0.9160225,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","KWT","KWT-AR","ojx",7
"245.34.171.160","nnepvssnmnbkoekbpdnmadyuqnkskayqupswcjsghghvtqmcffqei","2012-04-30",0.67135453,"Ptkpycangi/6.","BIH","BIH-SR","lkhv",9
"114.112.76.239","odhtrhwbfgyoshufrgvbgphkkewrwmljsaqtbwhg","2012-04-30",0.12873925,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","CHL","CHL-ES","nmh",3
"73.165.191.111","nneibecotdomhrlcqmudlrngu","2012-04-30",0.037419654,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","MLT","MLT-MT","ubckquo",5
"22.30.240.197","odivlsjuiamvgjrcogvoyhcstgwunayarvhfhyxksd","2012-04-30",0.89433104,"Netscape 3.01 gold (Win 95): Mozilla/3.01Gold (Win95; I)","SGP","SGP-ZH","qvohbqckfnaa",7
"252.127.110.67","nnedltngkcklmaokjnhmktusuike","2012-04-30",0.2555144,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","ZAF","ZAF-EN","rbbcdismmcbxpud",1
"246.141.22.4","odkarsjlhwqkmfvujuepgekwahectegcoydlmwhl","2012-04-30",0.8655929,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","JOR","JOR-AR","ssbvyttk",7
"164.85.19.27","nndpywdbkbnsckheuglhrvjstqkxih","2012-04-30",0.17409249,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","DOM","DOM-ES","quh",10
"228.10.65.32","odkwyivvcjkyxjtvxqldmthmdoy","2012-04-30",0.051272236,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","EGY","EGY-AR","tbt",6
"10.168.191.146","nmyoyrupukqopylqhsbtmthuwhfeefnydcgaoqbjbbhavk","2012-04-30",0.066301316,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","TUN","TUN-AR","pfje",3
"213.125.253.115","odnrxvxgifjrfudxvycxdasojuvoadivclwgbukmjkexigkxqmjbsfedgltihxduxpvkplfgqrqbhidh","2012-04-30",0.23772757,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","MEX","MEX-ES","sgmtgtlo",6
"251.133.77.93","nmwnrndkkfitfiqlthefkjbutvgmswkgplol","2012-04-30",0.0977137,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","TUR","TUR-TR","tcygnkxrrsgdv",5
"158.228.181.89","odosibmoqveqiynlfnuultuhauah","2012-04-30",0.45941246,"Fksputjgdnmoldollsdpvi/3.2","PRT","PRT-PT","ngavmupqmj",2
"202.137.126.179","nmvijkieipiokekdrnuueevwoesesxhnkknkanhwrjcnrcnecvqsilqv","2012-04-30",0.6884338,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","AUS","AUS-EN","stkdxkwfpfoplsmns",1
"232.24.75.45","odpfgntnvhtyubmitgumy","2012-04-30",0.005532772,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","KWT","KWT-AR","nlyyvubeqssqmyts",10
"154.228.147.92","nmvdqmutdvstevqdnrpjdoreniiuioxsqrtuspnxytnuwiliucbpxgulhrmlgeajnxwq","2012-04-30",0.17578863,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","PAN","PAN-ES","ivk",10
"127.90.87.57","odqitnptiwiwsx","2012-04-30",0.99335843,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","GBR","GBR-EN","jabthb",1
"183.132.105.238","nmutgvugqlyoosky","2012-04-30",0.8127706,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","LVA","LVA-LV","oijnyrsgnwd",1
"53.212.194.50","odqqxbusbshhqdewyfkjrggxioqbykaamnbnclppbyjavahbpugmsqcuohpfgroeivmfjsbklcvajk","2012-04-30",0.08086393,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.12)Gecko/20080219 Firefox/2.0.0.12	Navigator/9.0.0.6","MLT","MLT-EN","ysvubyupnk",6
"209.172.5.144","nmupuibmqyrrkmqptqciociykxyadibtmf","2012-04-30",0.52881515,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","JPN","JPN-JA","amysbm",2
"154.175.159.200","odqxvwdscbjqnbfrcnaxu","2012-04-30",0.58305454,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","MEX","MEX-ES","ogpkjhlngjbi",3
"175.33.176.158","nmtqikhhntgrfhpvjithkhqyxaeovufaxqhb","2012-04-30",0.45569554,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","ROU","ROU-RO","epl",8
"166.214.38.232","odrtyecbkddakuehlmbmsshinotsmawtmyejvpnww","2012-04-30",0.01547636,"Cuambpfuelhbxjto/.3","USA","USA-ES","qikti",1
"103.112.249.129","nmtelvhnxqcn","2012-04-30",0.02079947,"Uhaeciqyplhspvcucg/.0","SAU","SAU-AR","qh",9
"11.68.214.167","odrvimlbuvwyvkwoxiker","2012-04-30",0.8515981,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","BEL","BEL-NL","pht",8
"118.130.229.87","nmswhtwvmwrjkttnhugbflmxxwgtqblhixxahiehvtkjfhxtyfkkesogndvimpmijxxwclrgnmvc","2012-04-30",0.9060669,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","NOR","NOR-NO","rbjuudreppgr",9
"81.75.210.77","odtxknvgxjvqmyxtnlpticrmyftjvweoehehgmlwxjgldmwvdoqwrrodecsuhgyxhkcmxngydjxnajwpsvj","2012-04-30",0.648943,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","DNK","DNK-DA","jxwtwokxsigfgwmc",3
"166.34.22.242","nmsqiirhuwdymddmnydkrjtuggkynwybfavdtbkltkbwiwdqdajenovoaa","2012-04-30",0.259702,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","HRV","HRV-HR","wetkxjqobkc",6
"176.216.149.238","oduwpvxfsagtsxh","2012-04-30",0.7640075,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","MAR","MAR-AR","mqqlhsmigko",9
"180.198.44.139","nmqtnpxnxkwsenvvlmwjbpylwvcyindjalcchskaoemndlejbvibqxfxuvgjkkkwybencjyhwpmbqpoympbupy","2012-04-30",0.8846485,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","TWN","TWN-ZH","avdxmaojwimgxu",5
"160.80.187.216","odvdubofpbhtcqihwdg","2012-04-30",0.72798085,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/0.2.149.27 Safari/525.13","SGP","SGP-ZH","ojx",4
"172.243.22.178","nmqravseeigsminifdher","2012-04-30",0.84210056,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","CZE","CZE-CS","dxcdyaqssanijsoi",3
"54.76.53.104","odvwwpqtsnpqhfkqyxsqbndesqxtpjonecmvrcdhdiqamfhwalytiralsejrkusjwjntrrkiybheq","2012-04-30",0.084460445,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.12)Gecko/20080219 Firefox/2.0.0.12	Navigator/9.0.0.6","CRI","CRI-ES","mev",9
"247.187.200.252","nmplfeoiupaqui","2012-04-30",0.35966536,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","GRC","GRC-DE","nhyfcdxyfi",8
"201.187.168.196","odwsdaolnleestevi","2012-04-30",0.98924977,"Amofeylvlatiuqjecvi/.0","CZE","CZE-CS","yyvckvbbleys",2
"40.152.198.35","nmnwqkeshpdtrp","2012-04-30",0.021268046,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","LTU","LTU-LT","cpohys",5
"99.156.61.73","odwvcgwbtwkgyfmseoqtbmsfksotwbbvrcrbryljhgqpereqhhmlnuqnomolghcabbwrxpmluuqun","2012-04-30",0.94154376,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","CUB","CUB-ES","wphnsn",7
"33.234.234.24","nmnwgcuijxjtilrqjibbmdriknfbqrijutvdxhwjlsy","2012-04-30",0.5408947,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","IND","IND-EN","fvhhhttgupmo",8
"31.1.41.236","odwvgvgmefifenddmmouxhnnafpeshgbwvjwxikwor","2012-04-30",0.9587275,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","OMN","OMN-AR","gisi",4
"244.170.158.149","nmnlygghjqsspgih","2012-04-30",0.5880969,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","HKG","HKG-ZH","dycocmucigpvdb",9
"85.100.162.2","odxmjlrbgabrjcqfpvalauyrhwtlvlhegdwqnwkoxolukqlnxycrgaqtgnravmjxcq","2012-04-30",0.3706108,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","NLD","NLD-NL","mjdwhuaymf",6
"78.223.125.162","nmkkuhuxgtpqybkunrcxaqmhktgyxviipnfqetkkpbhnuvkmoyvplcuttfm","2012-04-30",0.97234845,"Hldengbvtllec/4.1","EGY","EGY-AR","qrh",1
"207.198.51.54","odxxhrqwthnuuaylqabiex","2012-04-30",0.6045107,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","THA","THA-TH","xvbuunrtshrb",3
"253.184.11.12","nmjqsruigiyylqfljxtblmqbj","2012-04-30",0.685383,"Rucrmwgceywmjoeixirdvgt/6.1","IND","IND-EN","gnlsrfdjnjhdoe",5
"122.112.75.142","odygqoiqqaphmyxepxymehxvimrqbiuqtqvhotchccpuerdqanjggbyruuvubgsbtfkpfjhuqhjyqgkeijgnabab","2012-04-30",0.937588,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","BIH","BIH-SR","uijm",6
"55.155.229.99","nmjfnouhjtvsyrgikxldookasycsksdlvvxhfitotnuymrvorqalkpbnngujlbdc","2012-04-30",0.8330791,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","HKG","HKG-ZH","dsypk",6
"232.252.187.185","odyjatfftvtusftxs","2012-04-30",0.64469206,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","SVK","SVK-SK","pwclmbrao",2
"173.47.36.74","nmiqanggxhoxsgirhb","2012-04-30",0.6067149,"Oinkpkvdjotc/5.7","KOR","KOR-KO","khjoupqwsfrbr",3
"144.69.179.216","odynpdqprycnjtusxjlxdbkcruaklodhukyrqbeblaosbugxkqukhmlyuaxqckhvdgenlfseakqgxlkui","2012-04-30",0.886781,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","HKG","HKG-ZH","sntsspgaosx",8
"61.83.204.157","nmgqfeefhqxnhnjr","2012-04-30",0.7227148,"Hhgbpfkrquttonnxiitjob/7.8","SVN","SVN-SL","tsnmxdjapj",3
"212.203.154.12","odypaqikxqaqdojcignsxjdmiwuhrpnwfqiomvrcmaebycokfjtplbsjjvusbnbkincnmumlxsaskpjdgnqdxhrte","2012-04-30",0.7452339,"Netscape 4.8 (Windows Vista): Mozilla/4.8 (Windows NT 6.0; U)","THA","THA-TH","qbkuyeyn",2
"102.100.21.229","nmdrcjxkqdccpqootocqtbttmqwgmjsgjwrengsrkmjrgvivfirrk","2012-04-30",0.4679856,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","POL","POL-PL","mjbmwjep",3
"136.204.85.26","oeapuedeeqgrxapxubslvykjkkfcwdmvnbbbbmhoemlvbrgtrmaptgwhtqmreaykurfklwvguydbfssdpablk","2012-04-30",0.2814513,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","SRB","SRB-SR","jbsgy",7
"18.220.3.177","nmdmwbiqmnejicdwhqwkpulotun","2012-04-30",0.234048,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ROU","ROU-RO","pfje",6
"69.196.57.61","oeaxjwlpnwujlqdmojraobqjq","2012-04-30",0.9958524,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","SVK","SVK-SK","mcgfocskavobw",1
"135.5.177.117","nmdkcqubblnfjrylcyttpothpheimmsxqcecndjbumkbactrvemfkpdmqrpvurerxnnuopvrexpeygn","2012-04-30",0.84424114,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","CZE","CZE-CS","mnbsgpud",2
"70.56.127.223","oecefxalrhkkshxdvtmvkndhjitlrewbwnmhfnqa","2012-04-30",0.9841932,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","FIN","FIN-FI","wmyplxroyxigcqa",10
"242.29.228.172","nmdgjlgdjcsciwrnjuwyfopdtok","2012-04-30",0.93720084,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","MNE","MNE-SR","qgphmewtohwfmxsv",1
"5.43.193.122","oecvhjfpcuedmraf","2012-04-30",0.04865658,"Ohyyjmeu/.","SLV","SLV-ES","vwe",5
"152.166.102.57","nmcjqtgnladfchfudsfjdscvevraktthwwjgvynnlbuxhiefwqjttoyny","2012-04-30",0.82973164,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","ROU","ROU-RO","jabthb",2
"79.136.202.39","oegmgynlvphvsamicthjm","2012-04-30",0.8540243,"Opera 9.2 (Windows Vista): Opera/9.20 (Windows NT 6.0; U; en)","TWN","TWN-ZH","kpnyiguefoiqx",8
"233.57.174.30","nmcdmnpohilevchmpwvrudaodpxhpynuimdbpvxvkexiajtcqtlkruwligboapuqvgqmxklvqpkr","2012-04-30",0.9500668,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","CHE","CHE-FR","ronohqwufmuygaa",10
"16.24.71.10","oegqjeluvutofkjrbnpvxkxsppjohcctvuvgjqxrnyef","2012-04-30",0.40653408,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","NOR","NOR-NO","uekephmm",9
"11.73.29.228","nmbntnvmcxkfoswwebmkljctqkwgwyk","2012-04-30",0.13314673,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","NIC","NIC-ES","whtjv",4
"196.31.207.183","oehbeewmaskrebpfadnirbdjhrvcucauxaipsgaeffyfskksus","2012-04-30",0.016636288,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","JPN","JPN-JA","qxya",1
"216.101.123.174","nlxicethditfnstccfhluusmuhvjfnmwrxnbqyhergh","2012-04-30",0.0689067,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","SVK","SVK-SK","ojnd",1
"213.221.247.145","oeiaughdoswhydqdsyeji","2012-04-30",0.8532702,"Dpenxtmcxbwl/3.","OMN","OMN-AR","kxlkpeahnwp",8
"7.111.125.134","nlwdnjjgjdhjxwrmjjpkci","2012-04-30",0.5014516,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.12)Gecko/20080219 Firefox/2.0.0.12	Navigator/9.0.0.6","URY","URY-ES","vqtmjubjqryf",9
"91.8.183.22","oejyonnnmcmntlsmwhwamqscfnbdbteoqelityyywfvrskrrvyyskkliigffgvvcsm","2012-04-30",0.45195875,"Sfbaumnwmdqpwubyc/5.6","JPN","JPN-JA","ugv",7
"172.229.212.248","nlvaqvsytyqtmbydl","2012-04-30",0.47736382,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","MNE","MNE-SR","gxswxnr",4
"213.145.48.67","oekceanrkscdqqm","2012-04-30",0.7680483,"Ccuybavknciqotvt/1.1","DNK","DNK-DA","ttnsmyoffhsu",3
"77.27.114.96","nluphwlwtfdinufetdkouojcastxpsutkultpykemyfyhenxofjilpyxlkncxqywejblduyaaxlwrttd","2012-04-30",0.6614608,"Gpvkub/0.0","LTU","LTU-LT","qda",8
"168.51.51.137","oembsbgmnqpshyybwsmxkaigclhyqmbnxmcrsugckqtqxgvtoifjjk","2012-04-30",0.9548991,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","AUT","AUT-DE","hlymdlgkqyn",4
"199.123.173.64","nlrwooxowjpikfmkvetwedthbfmpckvfwdserrkxhgivkxlpunspfjp","2012-04-30",0.3634885,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","CHL","CHL-ES","dqfixbubuqndu",8
"3.16.230.185","oemtpfaqlolyrbqonksjfvspevcpsykqejrwxmssabttuiynaclovvjyrmobriskjvwggrfsudy","2012-04-30",0.7596027,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","LVA","LVA-LV","knbfjmcht",6
"170.29.193.115","nlqihpufbjrnailwkacjrxukbqfqpuctrbmfvrhs","2012-04-30",0.42119172,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","POL","POL-PL","sid",3
"222.78.17.156","oemujkmqqfxihdjwepuqthnrbpjixfdploxgtafctmhdtdhqkyppunvrextyu","2012-04-30",0.2684588,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","HKG","HKG-ZH","txoqdryxjii",6
"215.156.241.168","nlpwbqufmgmxplexjxwbsqrleisdwmdluutruoooitudvvckly","2012-04-30",0.6758491,"Qbymvsqvjoidtgygvwmr/7.3","TUN","TUN-AR","wvnyfjw",3
"86.56.230.3","oemydqsvnwplyqlcgsuawgqf","2012-04-30",0.39734235,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","HRV","HRV-HR","fgaewxkicg",10
"55.101.101.45","nlopsodmibupgwoholxsfnybojawhurcvjpowgchhhdfxpewmbhsseiionawterltwlkjigqub","2012-04-30",0.055928107,"Mcddyopspfxdgriuotj/6.","URY","URY-ES","ytgpclstbejyef",4
"246.97.157.99","oemykakbsis","2012-04-30",0.66606873,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","CUB","CUB-ES","ubckquo",8
"199.46.11.222","nloopvniyq","2012-04-30",0.58163273,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","GBR","GBR-EN","ypuxqeh",2
"77.184.26.220","oeobwvrsekidtciayoirhtmqxuyux","2012-04-30",0.060002863,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","ISL","ISL-IS","ghyxcyqcanhrkua",5
"23.94.245.247","nlkystoskbcijqaegqggxcrdhshomsvmturykqgv","2012-04-30",0.59950304,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/0.2.149.27 Safari/525.13","GRC","GRC-DE","txoqdryxjii",9
"185.5.130.208","oeofwdephrcxgndyqdanieslddvdrakmpqcjwqdmpc","2012-04-30",0.16690682,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","HUN","HUN-HU","mjpddtiwswgbejsw",10
"133.64.161.12","nligcouocbbaiogjwluolcjmpxlffjeqsuqw","2012-04-30",0.6412316,"Netscape 4.8 ( Win XP): Mozilla/4.8 (Windows NT 5.1; U)","CUB","CUB-ES","haxkvqfkittsf",10
